Date,Motor Current A,Motor Current B,Suction Press A,Suction Press B,Discharge Press A,Discharge Press B,Controller SP A,Controller SP B,Bypass OP A,Bypass OP B,Filter DP A,Filter DP B,Vibration A1,Vibration A2,Vibration A3,Vibration A4,Bearing Temp A1,Bearing Temp A2,Vibration B1,Vibration B2,Vibration B3,Vibration B4,Bearing Temp B1,Bearing Temp B2,Total Flow,Discharge Temp A,Discharge Temp B,Suction Temp
2025-05-11 03:59:59,112.94659722222222,0,88,93.1210763888889,85.00104166666667,85.05347222222223,85,95,0,70,0.0013353254892635345,0.00004052338707729469,0.9112757358156403,0.852747452213625,0.07086348244334091,0.15807913984861224,10.660765688286887,9.67555689493815,,,,,,,20000.988678622776,113.78767361111112,,
2025-05-12 03:59:59,112.73072916666666,0,88.29480555555556,93,85.00763888888889,85.07840277777778,85,95,0,70,0.0009957585586583923,0.00006962876461988304,0.8906369570824675,0.8346941605656347,0.06785174518510469,0.17961369187599566,12.597534722222223,11.63892361111111,,,,,,,20029.58625685878,115.84954861111112,,
2025-05-13 03:59:59,103.09034722222222,0,88,93,85.00520833333333,85.24284722222222,85,95,0,70,0.0007846706302497352,0.000051051744683073076,0.9185715259716973,0.7714020111279138,0.06513590022890733,0.16825324295205063,9.157879334290822,9.295415105819702,,,,,,,17239.721920723183,116.88034722222223,,
2025-05-14 03:59:59,102.88715277777777,0,88.98003472222223,93,84.99756944444445,85.09472222222222,85,95,0,70,0.0008289885644157087,0.0000655898815188796,0.8333379468302692,0.7927481969304737,0.07267790590990679,0.19608551475313427,13.686666666666667,13.527951388888889,,,,,,,17268.15634062366,121.25149305555556,,
2025-05-15 03:59:59,99.28590277777778,0,88,94,85.01118055555555,85.08131944444445,85,95,0,70,0.0009302868860479798,0.0002173494633838384,0.9029455539369209,0.7918243624923155,0.05814237018409013,0.08329454390197363,9.710729340712229,7.1309375,,,,,,,16260.484445988037,118.0423611111111,,
2025-05-16 03:59:59,98.845625,0,87.98385416666666,94,84.99708333333334,85.0026388888889,85,95,0,70,0.0007909725271910983,0.00005928224451183615,0.9268601229108042,0.8141326820135232,0.05813604220747948,0.05352018363594201,5,4.000226036071777,,,,,,,15971.92833331908,118.23003472222223,,
2025-05-17 03:59:59,100.244375,0,87.99895833333333,94,84.99895833333333,85.02118055555556,85,95,37.31260416666667,70,0.0008393315277777778,0.000028521278286464033,0.853695659007245,0.7945458676390419,0.06297580716287485,0.16585129042731767,10.000003814697266,9.246248064041138,,,,,,,10479.923373153431,118.46416666666667,,
2025-05-18 03:59:59,100.60503472222223,0,88.00486111111111,94,85.00277777777778,85.04006944444444,85,95,14.557415122729209,70,0.0008831367152777778,0.000031696319444444444,0.8355146226881551,0.7846835704453198,0.07044424960092498,0.17041403303926606,12.74829861111111,10.929098331133524,,,,,,,15220.433155281666,119.80197916666667,,
2025-05-19 03:59:59,106.58565972222222,0,88,94,85.00798611111111,85.07770833333333,85,95,0,70,0.0008652298263888889,0.00002421531862745098,0.9101597509211284,0.8091719586062613,0.07751472294330597,0.13792384577894437,10.770348836448457,8.441317804654439,,,,,,,18135.95038365022,115.31604166666666,,
2025-05-20 03:59:59,117.96559027777778,0,88.49520833333334,94,85.02222222222223,85.20791666666666,85,95,0,70,0.0010755252975098292,0.000012165277777777779,0.9454020659640872,0.8443526717420253,0.06522011256810505,0.16429349460503795,8.999996185302734,9.035621457099914,,,,,,,21612.90615489427,111.46920138888889,,
2025-05-21 03:59:59,99.12809027777777,0,88,94,85.001875,85.08493055555556,85,95,0,70,0.0006581555439814815,0.000019897663043478262,0.8978007548093517,0.782900654842823,0.06012345404097183,0.15750088349851366,9.015795240799585,8.867357802391052,,,,,,,16141.003472754637,118.10354166666667,,
2025-05-22 03:59:59,100.63104166666666,0,88.2538888888889,94,84.99576388888889,85.04277777777777,85,95,11.157395833333334,70,0.0007859838541666667,0.00006350478575650119,0.8874589830996452,0.8058072633213467,0.06779775281574985,0.15750324749867523,8.999996185302734,9.031767261028289,,,,,,,15994.996942805677,118.42291666666667,,
2025-05-23 03:59:59,98.15873333842083,0,88.96232638888888,94,84.9948611111111,85.06555555555556,85,95,0,70,0.0007581520837554879,0.00004493927182046289,0.8732228305564935,0.8202410111418852,0.07267005275934935,0.17052524718944448,12,12,,,,,,,16063.2284330966,121.12527777777778,,
2025-05-24 03:59:59,99.80284722222223,0,89.00472222222223,94,84.9954861111111,85.02666666666667,85,95,0,70,0.0009079440277777777,0.00005405668981481481,0.8646752796380324,0.8078719719398579,0.08235872118759693,0.1832818259185326,13.719819444444443,13.5203125,,,,,,,16426.771901494354,122.66913194444444,,
2025-05-25 03:59:59,100.32940972222222,0,89,94,85.00208333333333,85.07347222222222,85,95,36.1784375,70,0.0010307342453703705,0.000041751898148148147,0.8231431655793571,0.81651416175282,0.06798904391271589,0.20083103620377327,16.661944444444444,14.658541666666666,,,,,,,10617.20209959988,123.29815972222222,,
2025-05-26 03:59:59,100.52361111111111,0,89.30642361111111,94,84.98708333333333,85.08895833333334,85,95,10.822326473163233,70,0.0007718178428819445,0.00003882089409722223,0.7850357384433677,0.8231732183885548,0.07754556827285948,0.24298537650779406,20.708333333333332,17.81329861111111,,,,,,,15647.981815313711,125.73614583333334,,
2025-05-27 03:59:59,99.68475694444444,0,89.25111111111111,94,84.99618055555555,85.01347222222222,85,95,11.747604229946932,70,0.0009133958805555556,0.00006789672222222223,0.788682210278403,0.8120562089814081,0.06302357278321781,0.20174986533045822,16.06,15.153541666666667,,,,,,,15693.757389654236,124.37357638888889,,
2025-05-28 03:59:59,107.34336805555556,0,89.52881944444445,94.43951388888888,84.99722222222222,85.0875,85,95,0,70,0.0011476586764147688,0.00007069641724336794,0.8584640915239456,0.8591635701772515,0.06492934639876087,0.19423278753001552,15.246180555555556,14.685034722222222,,,,,,,18479.51466323127,121.09104166666667,,
2025-05-29 03:59:59,106.19725694444445,0,90,94,84.98368055555555,85.08340277777778,85,95,0,70,0.0012298140603239271,0.00005878380255255256,0.8419197359560572,0.8489760816502901,0.0878017413884721,0.24443337739252535,21.769201388888888,20.428541666666668,,,,,,,18375.88709835847,125.416875,,
2025-05-30 03:59:59,105.89947916666667,0,89.00190972222222,94,85.00506944444444,85.10333333333334,85,95,0,70,0.0012297807532080545,0.00005256169956140351,0.8624455370671887,0.8378415983684361,0.07544218140961081,0.19164967237461308,17.573402777777776,15.420833333333333,,,,,,,18069.493189862256,120.29986111111111,,
